user_id,recommended_pratilipis
5506791996551828,"[1377786217539749, 1377786217542469, 1377786216539300, 1377786217218951, -253947406543160]"
3914594482299556,"[1377786228205426, 1377786228127102, 1377786228244009, 1377786228200841, 1377786228217147]"
5506791993599831,"[1377786228205426, 1377786227547783, 1377786228274251, 1377786228220556, 1377786228182392]"
5506791971180695,"[1377786219600159, 1377786218199459, 1377786228085111, 1377786226392303, 1377786220221261]"
5506791991102989,"[1377786228127102, 1377786219230935, 1377786228324662, 1377786228202777, 1377786227992897]"
5506791965974108,"[1377786215659344, 1377786226392809, 1377786216539300, 1377786219736551, 1377786226392895]"
5506791960373170,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791993122312,"[1377786215504942, 1377786215982409, 1377786219575351, 1377786223446174, 1377786217544226]"
5506791994527095,"[1377786225787719, 1377786222061178, 1377786226393655, 1377786218768875, 1377786228138919]"
5506791989691808,"[1377786216539300, 1377786215659344, -185042935834936, 1377786219710341, 83619287832264]"
5506791996396410,"[1377786226071327, 1377786226109868, 1377786228215160, 1377786216247776, 1377786228215330]"
5506791960733522,"[1377786228303496, 1377786228205426, 1377786228243831, 1377786228184482, 1377786228290620]"
5506791981718104,"[1377786228184482, 1377786228127102, 1377786228251563, 1377786228205426, 1377786228170718]"
5506791965402665,"[1377786228202777, 1377786228324662, 1377786227547783, 1377786228205426, 1377786228179665]"
5506791970083716,"[1377786226398772, 1377786228127102, 1377786226498606, 1377786226500061, 1377786226652543]"
5506791964536413,"[1377786215504942, 1377786217544226, 1377786216879687, 1377786215982409, 1377786216908181]"
5506791964188647,"[1377786228205426, 1377786228127102, 1377786228324662, 1377786228336060, 1377786219638504]"
5506791995705903,"[1377786215659344, 1377786225103297, 1377786219710341, 1377786222719969, 1377786219923553]"
5506791994178203,"[1377786216005047, 1377786216378587, 1377786215825302, 1377786218626693, 1377786216868933]"
5506791964122389,"[1377786217763626, 1377786217608571, 1377786217616141, 1377786217620259, 1377786217633770]"
5506791991822321,"[-253947406543160, 1377786226298656, 1377786217542469, 1377786216539300, 1377786227250750]"
5506791994749842,"[1377786228237216, 1377786228085111, 1377786228205426, 1377786228184482, 1377786228208432]"
5506791966405912,"[1377786219923553, 1377786219834334, 1377786215659344, 1377786222719969, 1377786219904029]"
5506791985683910,"[1377786228205426, 1377786228127102, 1377786219230935, 1377786228204335, 1377786228271923]"
5506791989438723,"[1377786215504942, 1377786217828317, 1377786217540925, 1377786217544226, 1377786215533559]"
5506791996320260,"[1377786215504942, 1377786217540925, 1377786217544226, 1377786217574861, 1377786216539300]"
5506791996444112,"[1377786215982409, 1377786215504942, 1377786224071531, 1377786217544226, 1377786216079658]"
5506791963852008,"[1377786217541698, 1377786215825302, 1377786216378587, 1377786216868933, 1377786216005047]"
5506791975318620,"[1377786228215330, 1377786228232517, 1377786227839057, 1377786228033600, 1377786228202777]"
5506791955842685,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791969030683,"[1377786217538997, 1377786220878786, 1377786220896749, 1377786220920595, 1377786220932381]"
5506791981663817,"[1377786216023157, 1377786222061178, 1377786215659344, 1377786228138919, 1377786226393655]"
5506791957120814,"[1377786217645647, 1377786217641054, 1377786217658239, 1377786217259508, 1377786217620259]"
5506791972816913,"[1377786219923553, 1377786215659344, 1377786222719969, 1377786219710341, 1377786219904029]"
5506791996090059,"[1377786228215330, 1377786220882687, 1377786223640562, 1377786226636022, 1377786228320146]"
5506791972610951,"[1377786228254554, 1377786227453140, 1377786227532285, 1377786219736551, 1377786228201445]"
5506791984503826,"[1377786223948029, 1377786224108269, 1377786225876547, 1377786225683100, 1377786227221196]"
5506791950487638,"[1377786219085730, 1377786217862730, 1377786217810862, 1377786228244009, 1377786217685808]"
5506791977254880,"[1377786228127102, 1377786228240538, 1377786228237359, 1377786228262109, 1377786228211361]"
5506791963179173,"[1377786216539300, 1377786217542469, 1377786217539749, -487510917343544, -185042935834936]"
5506791970534471,"[1377786228253811, 1377786220541282, 1377786228186518, 1377786227410147, 1377786226703954]"
5506791994629483,"[1377786228205426, 1377786228127102, 1377786228244009, 1377786228200841, 1377786228217147]"
5506791962189535,"[1377786217541698, 1377786216879687, 1377786215982409, 1377786215983914, -487510917343544]"
5506791994276054,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791964598740,"[1377786215504942, 1377786217540925, 1377786217544226, 1377786219834334, 1377786215533559]"
5506791964446901,"[1377786228170911, 1377786224029368, 1377786226392303, 1377786228212781, 1377786226617689]"
5506791951447039,"[1377786215533559, 1377786215471495, 1377786215504942, 1377786220005538, 1377786220039010]"
5506791988706145,"[-253947406543160, 1377786215659344, 1377786222719969, 1377786219834334, 1377786226298656]"
5506791979413482,"[1377786228205426, 1377786228127102, 1377786228244009, 1377786228200841, 1377786228217147]"
5506791957520403,"[1377786228209398, 1377786228244009, 1377786222564905, 1377786218131862, 1377786222526606]"
5506791996685020,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791995996346,"[1377786215659344, 1377786216539300, 1377786219736551, 1377786225103297, 1377786222719969]"
5506791980866679,"[1377786219638504, 1377786219673093, 1377786228085111, 1377786219847951, 1377786221381733]"
5506791947172131,"[1377786228127102, 1377786228202777, 1377786221168206, 1377786222078166, 1377786228324662]"
5506791996354893,"[1377786215504942, 1377786217544226, 1377786224071531, 1377786217540925, 1377786217828317]"
5506791969517641,"[-253947406543160, 1377786217259508, 1377786218844391, 1377786217804474, 1377786217645647]"
5506791996468388,"[1377786222545443, 1377786222578820, 1377786223640260, 1377786222657134, 1377786223679991]"
5506791985971438,"[1377786221142654, 1377786221293528, 1377786220989577, 1377786221263232, 1377786220605581]"
5506791958481480,"[1377786228232517, 1377786219904029, 1377786220005538, 1377786220078049, 1377786219736551]"
5506791952666498,"[1377786223948029, 1377786222064670, 1377786223929363, 1377786224108269, 1377786224114576]"
5506791996345570,"[1377786215504942, 1377786217544226, 1377786215982409, 1377786218254052, 1377786216689875]"
5506791980226292,"[1377786215659344, 1377786226392303, -253947406543160, 1377786219904029, 1377786218199459]"
5506791953846539,"[1377786228202777, 1377786228239892, 1377786228261413, 1377786228217915, 1377786228205426]"
5506791975670994,"[1377786217541698, 1377786218106538, 1377786216970300, 1377786215757333, 1377786216633609]"
5506791954465215,"[1377786217541698, 1377786216692750, 1377786215757333, 1377786216349101, 1377786215742006]"
5506791996595528,"[-487510917343544, 1377786216879687, 1377786215982409, 1377786216908181, 1377786216272047]"
5506791985608542,"[1377786228244009, 1377786217192190, 1377786216676883, 1377786216531727, 1377786216549439]"
5506791953823442,"[1377786215659344, 1377786226392303, 1377786228237216, 1377786228085111, 1377786228184482]"
5506791996588368,"[1377786226392303, 1377786215659344, 1377786228085111, 1377786219600159, 1377786216969341]"
5506791984412251,"[1377786215659344, 1377786226392303, 1377786226298656, 1377786219736551, 1377786222719969]"
5506791957462821,"[1377786217645647, 1377786217641054, 1377786217658239, 1377786217650554, 1377786219600159]"
5506791953765894,"[1377786228127102, 1377786228205426, 1377786228226721, 1377786228324662, 1377786218844391]"
5506791964320465,"[1377786228085111, 1377786219600159, 1377786218199459, 1377786220221261, 1377786226392303]"
5506791981307992,"[1377786216539300, 1377786215529902, 1377786217539749, 1377786217538997, 1377786217541698]"
5506791996392902,"[1377786216539300, 1377786217539749, 1377786217542469, -487510917343544, 1377786223948029]"
5506791989365663,"[1377786226289275, 1377786226512279, 1377786223801450, 1377786226459317, 1377786226269232]"
5506791967344966,"[1377786219230935, 1377786228127102, 1377786228202777, 1377786225315990, 1377786228205426]"
5506791993843492,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791981969700,"[1377786226870518, 1377786226883392, 1377786227272891, 1377786224504215, 1377786226989326]"
5506791950192852,"[1377786215504942, 1377786216539300, 1377786217544226, 1377786217828317, 1377786216079658]"
5506791969798018,"[1377786228205426, 1377786228127102, 1377786228226721, 1377786228184482, 1377786228085111]"
5506791962698397,"[1377786217541698, 1377786215825302, 1377786215941727, 1377786216868933, 1377786216005047]"
5506791979258105,"[1377786215659344, 1377786226298656, -253947406543160, 1377786226298655, 1377786226392895]"
5506791979228178,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791952475960,"[1377786217819458, -253947406543160, 1377786227707498, 1377786222804532, 1377786227963467]"
5506791996161778,"[1377786217542469, 1377786216539300, 1377786217539749, 1377786215676162, -253947406543160]"
5506791992613410,"[1377786216378587, 1377786225357424, 1377786216005047, 1377786225267423, 1377786225268159]"
5506791973101069,"[-487510917343544, 1377786216539300, 1377786215504942, 1377786217544226, 1377786216239053]"
5506791991214451,"[1377786228240538, 1377786228324662, 1377786228237359, 1377786228262109, 1377786228205426]"
5506791975337794,"[1377786217843810, 1377786219575351, -487510917343544, 1377786217544226, 1377786216879687]"
5506791985303874,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791987187812,"[1377786228237359, 1377786228240538, 1377786228262109, 1377786228211361, 1377786228188868]"
5506791947041821,"[-253947406543160, 1377786226729252, 1377786226637656, 1377786226729282, 636939674490568]"
5506791963761443,"[1377786228179665, 1377786228202777, 1377786219230935, 1377786227012347, 1377786223995964]"
5048526682628772,"[1377786216539300, 1377786215659344, -185042935834936, -253947406543160, 1377786228104451]"
5506791972125745,"[1377786228127102, 1377786228205426, 1377786226961205, 1377786219834334, 1377786228237216]"
5506791995768854,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791964084517,"[1377786216023157, 1377786215659344, 1377786217170943, 1377786228104451, 1377786222588188]"
5506791953825460,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791951780065,"[1377786228200841, 1377786228232517, 1377786228254554, 1377786224771720, 1377786228142333]"
5506791978098722,"[1377786228205426, 1377786228127102, 1377786228204335, 1377786228324662, 1377786228202777]"
5506791953963939,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791969620658,"[1377786228127102, 1377786228205426, 1377786228204335, 1377786228271923, 1377786228184482]"
5506791993221070,"[1377786228209398, 1377786228244009, 1377786222497402, 1377786222623934, 1377786223307767]"
5506791993165155,"[1377786226392809, 1377786228232517, 1377786226392895, 1377786226392303, 1377786219904029]"
5506791979966828,"[1377786217539749, 1377786217542469, -253947406543160, 1377786216539300, 1377786217538997]"
5506791995032668,"[1377786226109868, 1377786216539300, 1377786226298656, 1377786222061178, 1377786226298657]"
5506791995609089,"[1377786228304951, 1377786228226824, 1377786228240538, 1377786228237359, 1377786228238406]"
5506791948490926,"[1377786228254554, 1377786225575490, 1377786217540925, 1377786215504942, 1377786219736551]"
5506791961940946,"[1377786217541698, 1377786215529902, 1377786217541005, -253947406543160, 1377786215757461]"
5506791993380025,"[1377786219710341, 1377786215659344, 1377786216539300, 1377786219923553, 1377786225103297]"
5506791953971104,"[1377786217541698, 1377786215983914, 1377786216879687, 1377786216539300, 1377786216908181]"
5506791995499767,"[1377786216969124, 1377786216960610, 1377786217005296, 1377786217629532, 1377786216977050]"
5506791970693258,"[1377786228232517, 1377786226393655, 1377786226253410, 1377786228325321, 1377786228254759]"
5506791996225951,"[1377786215533559, 1377786217607119, 1377786217054836, 1377786217614511, 1377786217612130]"
5506791947519823,"[1377786217541698, 1377786218106538, 1377786217644504, 1377786216662425, 1377786215939414]"
5506791977207877,"[1377786215659344, 1377786226392303, 1377786219904029, 1377786219736551, 1377786219923553]"
5506791962951224,"[1377786223948029, 1377786226182911, 1377786220579525, 1377786223609235, 1377786220901182]"
5506791966567281,"[1377786215504942, 1377786217070182, 1377786217078834, 1377786217107018, 1377786217374971]"
5506791973149424,"[1377786228237359, 1377786228240538, 1377786228262109, 1377786228205426, 1377786228211361]"
5506791979279681,"[1377786215504942, 1377786217536828, 1377786215676162, 1377786217552177, 1377786219481560]"
5506791962603205,"[1377786215533559, 1377786215504942, 1377786217919487, 1377786217912754, 1377786218022343]"
5506791990526333,"[1377786217542469, 1377786217539749, 1377786217292718, 1377786217422736, 1377786217538997]"
5506791965282869,"[1377786217540925, 1377786217541698, 1377786215757333, 1377786217574861, 1377786216349101]"
5506791976787561,"[1377786226392303, 1377786228205426, 1377786219736551, 1377786228127102, 1377786223575658]"
5506791989393538,"[1377786216247776, -487510917343544, 1377786215886482, 1377786216879687, 1377786216908181]"
5506791968607744,"[1377786215659344, -253947406543160, 1377786222719969, 1377786226392895, 1377786226392303]"
5506791995560476,"[1377786215504942, -487510917343544, 1377786216539300, 1377786215676162, 1377786216721520]"
5506791955852429,"[1377786219230935, 1377786217862730, 1377786228127102, 1377786217810862, 1377786217718660]"
5506791961403936,"[1377786215504942, 1377786217811929, 1377786217107018, 1377786217070182, 1377786217536828]"
5506791986303705,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791963959687,"[1377786228184482, 1377786228243348, 1377786228205426, 1377786228226721, 1377786228239892]"
5506791983667312,"[1377786215443919, 1377786216539300, 1377786225268077, 1377786216239053, 1377786215732891]"
5506791976805549,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791950345617,"[1377786228205426, 1377786228239892, 1377786228202777, 1377786228204335, 1377786228290620]"
5506791962492359,"[1377786226298656, 1377786216539300, 1377786226392303, 1377786226298655, 1377786215659344]"
5506791991462274,"[1377786225109758, 1377786221653684, 1377786225566228, 1377786225522077, 1377786227191719]"
5506791995960734,"[1377786217544226, 1377786215504942, 1377786216689875, 1377786218254052, 1377786215757333]"
5506791965067952,"[1377786216539300, 1377786215659344, 1377786217541698, 1377786226298656, 1377786226298655]"
